subset_id,record_set,draw_order,gm_id,base_eq_id,pga_g,path,seed,records_per_pool,sampling
5,NF28,0,NF8210631,821063,0.8698058,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210631).txt,20260514,10,without_replacement_within_subset
5,NF28,1,NF8201811,820181,0.4417138,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201811).txt,20260514,10,without_replacement_within_subset
5,NF28,2,NF8207411,820741,0.6371974,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207411).txt,20260514,10,without_replacement_within_subset
5,NF28,3,NF8204961,820496,0.445846,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204961).txt,20260514,10,without_replacement_within_subset
5,NF28,4,NF8204952,820495,1.178028,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204952).txt,20260514,10,without_replacement_within_subset
5,NF28,5,NF8208792,820879,0.7896413,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208792).txt,20260514,10,without_replacement_within_subset
5,NF28,6,NF8208252,820825,1.431426,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208252).txt,20260514,10,without_replacement_within_subset
5,NF28,7,NF8210861,821086,0.7326056,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210861).txt,20260514,10,without_replacement_within_subset
5,NF28,8,NF8215041,821504,0.5583689,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215041).txt,20260514,10,without_replacement_within_subset
5,NF28,9,NF8202922,820292,0.3053232,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8202922).txt,20260514,10,without_replacement_within_subset
6,FF22,0,TAP012-E,,0.0996042,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-E.AT2,20260514,10,without_replacement_within_subset
6,FF22,1,HWA015-E,,0.105455,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA015-E.AT2,20260514,10,without_replacement_within_subset
6,FF22,2,TCU095-E,,0.378512,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU095-E.AT2,20260514,10,without_replacement_within_subset
6,FF22,3,KAK090,,0.34472,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOBE/KAK090.AT2,20260514,10,without_replacement_within_subset
6,FF22,4,H-E11140,,0.363978,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-E11140.AT2,20260514,10,without_replacement_within_subset
6,FF22,5,TCU045-V,,0.361057,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU045-V.AT2,20260514,10,without_replacement_within_subset
6,FF22,6,TCU128-N,,0.170235,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU128-N.AT2,20260514,10,without_replacement_within_subset
6,FF22,7,H-DLT262,,0.237759,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-DLT262.AT2,20260514,10,without_replacement_within_subset
6,FF22,8,CLW-TR,,0.41689,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/CLW-TR.AT2,20260514,10,without_replacement_within_subset
6,FF22,9,TCU059-N,,0.172556,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU059-N.AT2,20260514,10,without_replacement_within_subset
6,FFext,0,ILA027-E,,0.101309,data/gm_ffext/ILA027-E.AT2,20260514,10,without_replacement_within_subset
6,FFext,1,TCU117-E,,0.119099,data/gm_ffext/TCU117-E.AT2,20260514,10,without_replacement_within_subset
6,FFext,2,SHI090,,0.211916,data/gm_ffext/SHI090.AT2,20260514,10,without_replacement_within_subset
6,FFext,3,CHY006-W,,0.364421,data/gm_ffext/CHY006-W.AT2,20260514,10,without_replacement_within_subset
6,FFext,4,CHY059-E,,0.0492776,data/gm_ffext/CHY059-E.AT2,20260514,10,without_replacement_within_subset
6,FFext,5,BOL000,,0.727581,data/gm_ffext/BOL000.AT2,20260514,10,without_replacement_within_subset
6,FFext,6,ARC000,,0.218836,data/gm_ffext/ARC000.AT2,20260514,10,without_replacement_within_subset
6,FFext,7,STN110,,0.438614,data/gm_ffext/STN110.AT2,20260514,10,without_replacement_within_subset
6,FFext,8,FOR090,,0.114031,data/gm_ffext/FOR090.AT2,20260514,10,without_replacement_within_subset
6,FFext,9,STN020,,0.474489,data/gm_ffext/STN020.AT2,20260514,10,without_replacement_within_subset
6,NF28,0,NF8201821,820182,0.4623938,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201821).txt,20260514,10,without_replacement_within_subset
6,NF28,1,NF8215291,821529,0.2930377,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215291).txt,20260514,10,without_replacement_within_subset
6,NF28,2,NF8204952,820495,1.178028,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204952).txt,20260514,10,without_replacement_within_subset
6,NF28,3,NF8216052,821605,0.5183794,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8216052).txt,20260514,10,without_replacement_within_subset
6,NF28,4,NF8207231,820723,0.4185484,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207231).txt,20260514,10,without_replacement_within_subset
6,NF28,5,NF8202922,820292,0.3053232,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8202922).txt,20260514,10,without_replacement_within_subset
6,NF28,6,NF8208211,820821,0.4863872,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208211).txt,20260514,10,without_replacement_within_subset
6,NF28,7,NF8207532,820753,0.5135683,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207532).txt,20260514,10,without_replacement_within_subset
6,NF28,8,NF8215041,821504,0.5583689,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215041).txt,20260514,10,without_replacement_within_subset
6,NF28,9,NF8210861,821086,0.7326056,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210861).txt,20260514,10,without_replacement_within_subset
7,FF22,0,ARC000,,0.218836,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/ARC000.AT2,20260514,10,without_replacement_within_subset
7,FF22,1,TCU036-E,,0.139148,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-E.AT2,20260514,10,without_replacement_within_subset
7,FF22,2,ORR360,,0.51426,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/ORR360.AT2,20260514,10,without_replacement_within_subset
7,FF22,3,CHY059-N,,0.0494289,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY059-N.AT2,20260514,10,without_replacement_within_subset
7,FF22,4,HWA005-N,,0.138548,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-N.AT2,20260514,10,without_replacement_within_subset
7,FF22,5,HWA005-V,,0.0512845,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/HWA005-V.AT2,20260514,10,without_replacement_within_subset
7,FF22,6,JOS000,,0.273697,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/JOS000.AT2,20260514,10,without_replacement_within_subset
7,FF22,7,G03000,,0.555024,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/G03000.AT2,20260514,10,without_replacement_within_subset
7,FF22,8,MUL279,,0.516457,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL279.AT2,20260514,10,without_replacement_within_subset
7,FF22,9,TCU109-N,,0.155133,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-N.AT2,20260514,10,without_replacement_within_subset
7,FFext,0,CHY101-V,,0.164807,data/gm_ffext/CHY101-V.AT2,20260514,10,without_replacement_within_subset
7,FFext,1,21081090,,0.181922,data/gm_ffext/21081090.AT2,20260514,10,without_replacement_within_subset
7,FFext,2,YER360,,0.151528,data/gm_ffext/YER360.AT2,20260514,10,without_replacement_within_subset
7,FFext,3,G03090,,0.367362,data/gm_ffext/G03090.AT2,20260514,10,without_replacement_within_subset
7,FFext,4,PEL090,,0.209876,data/gm_ffext/PEL090.AT2,20260514,10,without_replacement_within_subset
7,FFext,5,A-ELC180,,0.130069,data/gm_ffext/A-ELC180.AT2,20260514,10,without_replacement_within_subset
7,FFext,6,TCU039-V,,0.13606,data/gm_ffext/TCU039-V.AT2,20260514,10,without_replacement_within_subset
7,FFext,7,KAK000,,0.251447,data/gm_ffext/KAK000.AT2,20260514,10,without_replacement_within_subset
7,FFext,8,TCU039-N,,0.144605,data/gm_ffext/TCU039-N.AT2,20260514,10,without_replacement_within_subset
7,FFext,9,CHY006-W,,0.364421,data/gm_ffext/CHY006-W.AT2,20260514,10,without_replacement_within_subset
7,NF28,0,NF8208022,820802,0.3761446,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208022).txt,20260514,10,without_replacement_within_subset
7,NF28,1,NF8208792,820879,0.7896413,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208792).txt,20260514,10,without_replacement_within_subset
7,NF28,2,NF8221141,822114,0.3346401,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8221141).txt,20260514,10,without_replacement_within_subset
7,NF28,3,NF8204952,820495,1.178028,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204952).txt,20260514,10,without_replacement_within_subset
7,NF28,4,NF8201262,820126,0.7102539,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201262).txt,20260514,10,without_replacement_within_subset
7,NF28,5,NF8207532,820753,0.5135683,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207532).txt,20260514,10,without_replacement_within_subset
7,NF28,6,NF8208282,820828,0.629605,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208282).txt,20260514,10,without_replacement_within_subset
7,NF28,7,NF8215041,821504,0.5583689,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215041).txt,20260514,10,without_replacement_within_subset
7,NF28,8,NF8210482,821048,0.4221552,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210482).txt,20260514,10,without_replacement_within_subset
7,NF28,9,NF8202922,820292,0.3053232,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8202922).txt,20260514,10,without_replacement_within_subset
8,FF22,0,TCU036-E,,0.139148,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU036-E.AT2,20260514,10,without_replacement_within_subset
8,FF22,1,TAP012-N,,0.0553551,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP012-N.AT2,20260514,10,without_replacement_within_subset
8,FF22,2,MUL009,,0.415783,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/MUL009.AT2,20260514,10,without_replacement_within_subset
8,FF22,3,HECVER,,0.150246,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/HECTOR/HECVER.AT2,20260514,10,without_replacement_within_subset
8,FF22,4,B-WSM180,,0.210859,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/SUPERST/B-WSM180.AT2,20260514,10,without_replacement_within_subset
8,FF22,5,G03090,,0.367362,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/G03090.AT2,20260514,10,without_replacement_within_subset
8,FF22,6,TCU070-E,,0.255241,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU070-E.AT2,20260514,10,without_replacement_within_subset
8,FF22,7,ILA036-N,,0.0675822,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA036-N.AT2,20260514,10,without_replacement_within_subset
8,FF22,8,CLW-TR,,0.41689,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/CLW-TR.AT2,20260514,10,without_replacement_within_subset
8,FF22,9,CHY104-W,,0.161863,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/CHY104-W.AT2,20260514,10,without_replacement_within_subset
8,FFext,0,184327,,0.208729,data/gm_ffext/184327.AT2,20260514,10,without_replacement_within_subset
8,FFext,1,TAP006-N,,0.0708195,data/gm_ffext/TAP006-N.AT2,20260514,10,without_replacement_within_subset
8,FFext,2,ILA036-N,,0.0675822,data/gm_ffext/ILA036-N.AT2,20260514,10,without_replacement_within_subset
8,FFext,3,TCU070-V,,0.0850859,data/gm_ffext/TCU070-V.AT2,20260514,10,without_replacement_within_subset
8,FFext,4,ABBAR--L,,0.514562,data/gm_ffext/ABBAR--L.AT2,20260514,10,without_replacement_within_subset
8,FFext,5,059v2009,,0.0834021,data/gm_ffext/059v2009.AT2,20260514,10,without_replacement_within_subset
8,FFext,6,TCU117-N,,0.120314,data/gm_ffext/TCU117-N.AT2,20260514,10,without_replacement_within_subset
8,FFext,7,ILA027-V,,0.0215876,data/gm_ffext/ILA027-V.AT2,20260514,10,without_replacement_within_subset
8,FFext,8,ORR360,,0.51426,data/gm_ffext/ORR360.AT2,20260514,10,without_replacement_within_subset
8,FFext,9,CHY059-V,,0.0151785,data/gm_ffext/CHY059-V.AT2,20260514,10,without_replacement_within_subset
8,NF28,0,NF8207532,820753,0.5135683,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207532).txt,20260514,10,without_replacement_within_subset
8,NF28,1,NF8215031,821503,0.8217865,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215031).txt,20260514,10,without_replacement_within_subset
8,NF28,2,NF8208022,820802,0.3761446,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208022).txt,20260514,10,without_replacement_within_subset
8,NF28,3,NF8201262,820126,0.7102539,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201262).txt,20260514,10,without_replacement_within_subset
8,NF28,4,NF8201651,820165,0.2842858,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201651).txt,20260514,10,without_replacement_within_subset
8,NF28,5,NF8210861,821086,0.7326056,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210861).txt,20260514,10,without_replacement_within_subset
8,NF28,6,NF8208282,820828,0.629605,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208282).txt,20260514,10,without_replacement_within_subset
8,NF28,7,NF8207411,820741,0.6371974,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207411).txt,20260514,10,without_replacement_within_subset
8,NF28,8,NF8215041,821504,0.5583689,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215041).txt,20260514,10,without_replacement_within_subset
8,NF28,9,NF8208211,820821,0.4863872,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8208211).txt,20260514,10,without_replacement_within_subset
9,FF22,0,H-DLT352,,0.351119,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/IMPVALL/H-DLT352.AT2,20260514,10,without_replacement_within_subset
9,FF22,1,TCU109-V,,0.137491,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU109-V.AT2,20260514,10,without_replacement_within_subset
9,FF22,2,LOS000,,0.410041,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/NORTHR/LOS000.AT2,20260514,10,without_replacement_within_subset
9,FF22,3,HSP000,,0.37054,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/HSP000.AT2,20260514,10,without_replacement_within_subset
9,FF22,4,TCU128-N,,0.170235,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU128-N.AT2,20260514,10,without_replacement_within_subset
9,FF22,5,YER360,,0.151528,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/YER360.AT2,20260514,10,without_replacement_within_subset
9,FF22,6,ILA027-E,,0.101309,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/ILA027-E.AT2,20260514,10,without_replacement_within_subset
9,FF22,7,TAP100-N,,0.0873791,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TAP100-N.AT2,20260514,10,without_replacement_within_subset
9,FF22,8,G03000,,0.555024,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LOMAP/G03000.AT2,20260514,10,without_replacement_within_subset
9,FF22,9,DZC180,,0.312128,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/KOCAELI/DZC180.AT2,20260514,10,without_replacement_within_subset
9,FFext,0,TCU039-V,,0.13606,data/gm_ffext/TCU039-V.AT2,20260514,10,without_replacement_within_subset
9,FFext,1,CHY006-V,,0.201987,data/gm_ffext/CHY006-V.AT2,20260514,10,without_replacement_within_subset
9,FFext,2,CH10270,,0.269127,data/gm_ffext/CH10270.AT2,20260514,10,without_replacement_within_subset
9,FFext,3,HCH090,,0.246526,data/gm_ffext/HCH090.AT2,20260514,10,without_replacement_within_subset
9,FFext,4,MUL279,,0.516457,data/gm_ffext/MUL279.AT2,20260514,10,without_replacement_within_subset
9,FFext,5,CHY059-V,,0.0151785,data/gm_ffext/CHY059-V.AT2,20260514,10,without_replacement_within_subset
9,FFext,6,TCU095-E,,0.378512,data/gm_ffext/TCU095-E.AT2,20260514,10,without_replacement_within_subset
9,FFext,7,STN020,,0.474489,data/gm_ffext/STN020.AT2,20260514,10,without_replacement_within_subset
9,FFext,8,TCU025-N,,0.0585533,data/gm_ffext/TCU025-N.AT2,20260514,10,without_replacement_within_subset
9,FFext,9,H-DLT352,,0.351119,data/gm_ffext/H-DLT352.AT2,20260514,10,without_replacement_within_subset
9,NF28,0,NF8210041,821004,0.7311632,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210041).txt,20260514,10,without_replacement_within_subset
9,NF28,1,NF8221141,822114,0.3346401,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8221141).txt,20260514,10,without_replacement_within_subset
9,NF28,2,NF8207532,820753,0.5135683,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8207532).txt,20260514,10,without_replacement_within_subset
9,NF28,3,NF8201651,820165,0.2842858,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201651).txt,20260514,10,without_replacement_within_subset
9,NF28,4,NF8201601,820160,0.7638503,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8201601).txt,20260514,10,without_replacement_within_subset
9,NF28,5,NF8210482,821048,0.4221552,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8210482).txt,20260514,10,without_replacement_within_subset
9,NF28,6,NF8215031,821503,0.8217865,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215031).txt,20260514,10,without_replacement_within_subset
9,NF28,7,NF8204961,820496,0.445846,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204961).txt,20260514,10,without_replacement_within_subset
9,NF28,8,NF8215291,821529,0.2930377,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8215291).txt,20260514,10,without_replacement_within_subset
9,NF28,9,NF8204952,820495,1.178028,data/ground_motions/ATC-63_NearField_SortedEQFiles/SortedEQFiles/SortedEQFile_(8204952).txt,20260514,10,without_replacement_within_subset
