record_set,gm_id,base_eq_id,pga_g,path,eligibility_rule
FF22,TCU110-N,,0.179814,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU110-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU110-V,,0.121733,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU110-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU117-E,,0.119099,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU117-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU117-N,,0.120314,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU117-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU117-V,,0.0878677,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU117-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU128-E,,0.13933,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU128-E.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU128-N,,0.170235,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU128-N.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,TCU128-V,,0.0973193,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/CHICHI/TCU128-V.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,YER270,,0.244803,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/YER270.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
FF22,YER360,,0.151528,data/ground_motions/ATC-63_Far-Field_GroundMotionAccelTextFiles_Unscaled_Original/LANDERS/YER360.AT2,"P695_FF22_AT2_original: AT2 horizontal components, vertical/UP excluded, duplicate gm_id removed"
