gm_set,gm_id,path,dt,npts,pga_g
FFext_AT2_flat,TCU110-N,data/gm_ffext/TCU110-N.AT2,0.005,18000.0,0.179814
FFext_AT2_flat,TCU110-V,data/gm_ffext/TCU110-V.AT2,0.005,18000.0,0.121733
FFext_AT2_flat,TCU117-E,data/gm_ffext/TCU117-E.AT2,0.005,18000.0,0.119099
FFext_AT2_flat,TCU117-N,data/gm_ffext/TCU117-N.AT2,0.005,18000.0,0.120314
FFext_AT2_flat,TCU117-V,data/gm_ffext/TCU117-V.AT2,0.005,18000.0,0.0878677
FFext_AT2_flat,TCU128-E,data/gm_ffext/TCU128-E.AT2,0.005,18000.0,0.13933
FFext_AT2_flat,TCU128-N,data/gm_ffext/TCU128-N.AT2,0.005,18000.0,0.170235
FFext_AT2_flat,TCU128-V,data/gm_ffext/TCU128-V.AT2,0.005,18000.0,0.0973193
FFext_AT2_flat,WGK-E,data/gm_ffext/WGK-E.AT2,0.005,11800.0,0.333811
FFext_AT2_flat,WGK-N,data/gm_ffext/WGK-N.AT2,0.005,11800.0,0.48374
FFext_AT2_flat,WGK-V,data/gm_ffext/WGK-V.AT2,0.005,10600.0,0.180103
FFext_AT2_flat,YER-UP,data/gm_ffext/YER-UP.AT2,0.02,2200.0,0.135889
FFext_AT2_flat,YER270,data/gm_ffext/YER270.AT2,0.02,2200.0,0.244803
FFext_AT2_flat,YER360,data/gm_ffext/YER360.AT2,0.02,2200.0,0.151528
